SITE_CODE,PARAMETER_NAME,SAMPLING_DATE,ENVIRON_COMPARTMENT_SUB,SUBSAMPLE,MEASURED_FLAG,MEASURED_VALUE,UNCERTAINTY_TYPE,UNCERTAINTY_UPPER,UNCERTAINTY_LOWER,MEASURED_UNIT,MEASURED_N,LOQ_VALUE,LOQ_UNIT,LOD_VALUE,LOD_UNIT,SAMPLING_PROTOCOL,EXTRACTION_PROTOCOL,FRACTIONATION_PROTOCOL,ANALYTICAL_PROTOCOL,REFERENCE_ID,SAMPLE_ID,CAMPAIGN_NAME_SHORT,ENVIRON_COMPARTMENT,PARAMETER_TYPE,MEASURED_TYPE,MEASUREMENT_COMMENT,SITE_NAME,SITE_GEOGRAPHIC_FEATURE,SITE_GEOGRAPHIC_FEATURE_SUB,COUNTRY_ISO,OCEAN_IHO,LATITUDE,LONGITUDE,ALTITUDE_VALUE,ALTITUDE_UNIT,SITE_COMMENT,YEAR,TITLE,DATA_SOURCE,SPECIES_GROUP,SAMPLE_SPECIES,SAMPLE_TISSUE,SAMPLE_SPECIES_LIFESTAGE,SAMPLE_SPECIES_GENDER,CAMPAIGN_NAME,CAMPAIGN_START_DATE,CAMPAIGN_END_DATE,RELIABILITY_SCORE,RELIABILITY_EVAL_SYS,CONFIDENTIALITY_EXPIRY_DATE,ORGANISATION,ENTERED_BY,ENTERED_DATE,CAMPAIGN_COMMENT,MEASURED_UNIT_STANDARD,MEASURED_VALUE_STANDARD,UNCERTAINTY_UPPER_STANDARD,UNCERTAINTY_LOWER_STANDARD,LOQ_UNIT_STANDARD,LOQ_VALUE_STANDARD,LOD_UNIT_STANDARD,LOD_VALUE_STANDARD
ArcticSeals1999_Barents,Copper,1999-01-01,"Biota, Aquatic",Hooded Liver,,10.54,Standard Deviation,14.36,6.72,μg/g (wet),5,NA,,NA,,Point sampling,Acid extractable,Acid digestion,Atomic absorption spectroscopy,2009SonneAStudyOf,ArcticSeals1999_Barents-Copper-BiotaAquatic-1999-01-01-RHooded Liver,ArcticSeals1999,Biota,Stressor,Concentration,,Barents Sea around Svalbard,"Ocean, sea, territorial waters",Water column pelagic zone,Norway,Norway,78,21,0,m,"Sampling coordinates ranged 76-80°N, 10-32°E. Five harp and five hooded seals sampled from this area",2009,"A study of metal concentrations and metallothionein binding capacity in liver, kidney and brain tissues of three Arctic seal species",Primary,Mammals,Cystophora cristata,Liver,Not reported,Not reported,Arctic seal metal concentrations and metallothionein binding capacity study,1999-01-01,1999-12-31,NA,Not relevant,NA,National Environmental Research Institute,Sam Welch,2025-10-31,Pilot study to determine whether background levels of metals in Arctic seal species were related with early biological signs of toxic exposure measured by MT concentrations,mg/kg (wet),0.010539999999999999,0.01436,0.006719999999999999,NA,NA,NA,NA
CHIRE2008_NB22,Copper,2008-08-01,Aquatic Sediment,1,,13.41,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_NB22-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),13.41,NA,NA,NA,NA,NA,NA
CHIRE2008_NB24,Copper,2008-08-01,Aquatic Sediment,1,,4.64,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_NB24-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),4.64,NA,NA,NA,NA,NA,NA
CHIRE2008_BR09,Copper,2008-08-01,Aquatic Sediment,1,,15.72,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_BR09-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),15.72,NA,NA,NA,NA,NA,NA
CHIRE2008_BR14,Copper,2008-08-01,Aquatic Sediment,1,,17.76,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_BR14-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),17.76,NA,NA,NA,NA,NA,NA
CHIRE2008_BS01,Copper,2008-08-01,Aquatic Sediment,1,,6.05,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_BS01-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),6.05,NA,NA,NA,NA,NA,NA
CHIRE2008_BS05,Copper,2008-08-01,Aquatic Sediment,1,,2.69,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_BS05-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),2.69,NA,NA,NA,NA,NA,NA
CHIRE2008_BS07,Copper,2008-08-01,Aquatic Sediment,1,,2.97,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_BS07-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),2.97,NA,NA,NA,NA,NA,NA
CHIRE2008_BS09,Copper,2008-08-01,Aquatic Sediment,1,,3.85,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_BS09-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),3.85,NA,NA,NA,NA,NA,NA
CHIRE2008_C13,Copper,2008-08-01,Aquatic Sediment,1,,14.18,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_C13-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),14.18,NA,NA,NA,NA,NA,NA
CHIRE2008_C15,Copper,2008-08-01,Aquatic Sediment,1,,18.34,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_C15-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),18.34,NA,NA,NA,NA,NA,NA
CHIRE2008_C19,Copper,2008-08-01,Aquatic Sediment,1,,9.76,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_C19-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),9.76,NA,NA,NA,NA,NA,NA
CHIRE2008_C23,Copper,2008-08-01,Aquatic Sediment,1,,12.52,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_C23-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),12.52,NA,NA,NA,NA,NA,NA
CHIRE2008_C35,Copper,2008-08-01,Aquatic Sediment,1,,19.13,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_C35-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),19.13,NA,NA,NA,NA,NA,NA
CHIRE2008_R07,Copper,2008-08-01,Aquatic Sediment,1,,15.28,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_R07-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),15.28,NA,NA,NA,NA,NA,NA
CHIRE2008_R09,Copper,2008-08-01,Aquatic Sediment,1,,11.36,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_R09-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),11.36,NA,NA,NA,NA,NA,NA
CHIRE2008_R11,Copper,2008-08-01,Aquatic Sediment,1,,18.6,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_R11-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),18.6,NA,NA,NA,NA,NA,NA
CHIRE2008_B11,Copper,2008-08-01,Aquatic Sediment,1,,37.66,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_B11-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),37.66,NA,NA,NA,NA,NA,NA
CHIRE2008_M07,Copper,2008-08-01,Aquatic Sediment,1,,36.78,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_M07-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),36.78,NA,NA,NA,NA,NA,NA
CHIRE2008_P23,Copper,2008-08-01,Aquatic Sediment,1,,12.24,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_P23-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),12.24,NA,NA,NA,NA,NA,NA
CHIRE2008_P31,Copper,2008-08-01,Aquatic Sediment,1,,43.39,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_P31-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),43.39,NA,NA,NA,NA,NA,NA
CHIRE2008_R15,Copper,2008-08-01,Aquatic Sediment,1,,26,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_R15-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),26,NA,NA,NA,NA,NA,NA
CHIRE2008_R17,Copper,2008-08-01,Aquatic Sediment,1,,32.61,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_R17-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),32.61,NA,NA,NA,NA,NA,NA
CHIRE2008_S14,Copper,2008-08-01,Aquatic Sediment,1,,38.44,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_S14-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),38.44,NA,NA,NA,NA,NA,NA
CHIRE2008_S23,Copper,2008-08-01,Aquatic Sediment,1,,19.79,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_S23-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),19.79,NA,NA,NA,NA,NA,NA
CHIRE2008_B84A,Copper,2008-08-01,Aquatic Sediment,1,,49.39,,NA,NA,mg/kg (dry),1,NA,,NA,,Grab,Acid extractable,Acid digestion,Gas chromatography tandem mass spectrometry,2011CaiContentAndDistribution,CHIRE2008_B84A-Copper-AquaticSedim-2008-08-01-R 1,CHIRE2008,Aquatic,Stressor,Concentration,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Content and distribution of trace metals in surface sediments from the northern Bering Sea, Chukchi Sea and adjacent Arctic areas",Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/kg (dry),49.39,NA,NA,NA,NA,NA,NA
KittiwakeKongs2007_Kongsfjorden,Copper,2007-05-11,"Biota, Other",liver,,NA,,NA,NA,,NA,NA,,NA,,S01_Other_KittiwakeK,E01_Microwaveassist_KittiwakeK,E01_Microwaveassist_KittiwakeK,A01_Icpms_KittiwakeK,2015verjordetToxicAndEssential,KittiwakeKongs2007_Kongsfjorden-Copper-BiotaOther-2007-05-11-Rliver,KittiwakeKongs2007,Biota,Stressor,Concentration,,"Kongsfjorden, Spitsbergen",Bare land and lichen/moss,Not relevant,Svalbard and Jan Mayen,Not relevant,78.9,12.7,0,m,"Birds were sampled with a shotgun """"in Kongsfjorden"""". I am inferring that they didn't fish them out of the water with nets, and that they were in fact shot on the rocky banks of Kongsfjorden.",2015,Toxic and essential elements changed in black-legged kittiwakes (Rissa tridactyla) during their stay in an Arctic breeding area,Primary,Birds,Rissa tridactyla,Liver,Adult,Mixed,Black-legged kittiwake trace element study Kongsfjorden,2007-05-11,2007-10-06,,Not relevant,NA,NTNU,Sam Welch,2025-11-03,"Study of seasonal fluctuations in mercury (Hg), cadmium (Cd), zinc (Zn), copper (Cu) and selenium (Se) concentrations in black-legged kittiwakes (Rissa tridactyla) from Kongsfjorden, Svalbard. Field sampling was part of International Polar Year (IPY) project Contaminants in Polar Regions (COPOL). Ten adult kittiwakes sampled each month using shotgun. Permission for sampling given by Governor of Svalbard.",NA,NA,NA,NA,NA,NA,NA,NA
KittiwakeKongs2007_Kongsfjorden,Copper,2007-05-11,"Biota, Other",muscle,,NA,,NA,NA,,NA,NA,,NA,,S01_Other_KittiwakeK,E01_Microwaveassist_KittiwakeK,E01_Microwaveassist_KittiwakeK,A01_Icpms_KittiwakeK,2015verjordetToxicAndEssential,KittiwakeKongs2007_Kongsfjorden-Copper-BiotaOther-2007-05-11-Rmuscle,KittiwakeKongs2007,Biota,Stressor,Concentration,,"Kongsfjorden, Spitsbergen",Bare land and lichen/moss,Not relevant,Svalbard and Jan Mayen,Not relevant,78.9,12.7,0,m,"Birds were sampled with a shotgun """"in Kongsfjorden"""". I am inferring that they didn't fish them out of the water with nets, and that they were in fact shot on the rocky banks of Kongsfjorden.",2015,Toxic and essential elements changed in black-legged kittiwakes (Rissa tridactyla) during their stay in an Arctic breeding area,Primary,Birds,Rissa tridactyla,Muscle,Adult,Mixed,Black-legged kittiwake trace element study Kongsfjorden,2007-05-11,2007-10-06,,Not relevant,NA,NTNU,Sam Welch,2025-11-03,"Study of seasonal fluctuations in mercury (Hg), cadmium (Cd), zinc (Zn), copper (Cu) and selenium (Se) concentrations in black-legged kittiwakes (Rissa tridactyla) from Kongsfjorden, Svalbard. Field sampling was part of International Polar Year (IPY) project Contaminants in Polar Regions (COPOL). Ten adult kittiwakes sampled each month using shotgun. Permission for sampling given by Governor of Svalbard.",NA,NA,NA,NA,NA,NA,NA,NA
KittiwakeKongs2007_Kongsfjorden,Copper,2007-07-21,"Biota, Other",liver,,NA,,NA,NA,,NA,NA,,NA,,S01_Other_KittiwakeK,E01_Microwaveassist_KittiwakeK,E01_Microwaveassist_KittiwakeK,A01_Icpms_KittiwakeK,2015verjordetToxicAndEssential,KittiwakeKongs2007_Kongsfjorden-Copper-BiotaOther-2007-07-21-Rliver,KittiwakeKongs2007,Biota,Stressor,Concentration,,"Kongsfjorden, Spitsbergen",Bare land and lichen/moss,Not relevant,Svalbard and Jan Mayen,Not relevant,78.9,12.7,0,m,"Birds were sampled with a shotgun """"in Kongsfjorden"""". I am inferring that they didn't fish them out of the water with nets, and that they were in fact shot on the rocky banks of Kongsfjorden.",2015,Toxic and essential elements changed in black-legged kittiwakes (Rissa tridactyla) during their stay in an Arctic breeding area,Primary,Birds,Rissa tridactyla,Liver,Adult,Mixed,Black-legged kittiwake trace element study Kongsfjorden,2007-05-11,2007-10-06,,Not relevant,NA,NTNU,Sam Welch,2025-11-03,"Study of seasonal fluctuations in mercury (Hg), cadmium (Cd), zinc (Zn), copper (Cu) and selenium (Se) concentrations in black-legged kittiwakes (Rissa tridactyla) from Kongsfjorden, Svalbard. Field sampling was part of International Polar Year (IPY) project Contaminants in Polar Regions (COPOL). Ten adult kittiwakes sampled each month using shotgun. Permission for sampling given by Governor of Svalbard.",NA,NA,NA,NA,NA,NA,NA,NA
KittiwakeKongs2007_Kongsfjorden,Copper,2007-07-21,"Biota, Other",muscle,,NA,,NA,NA,,NA,NA,,NA,,S01_Other_KittiwakeK,E01_Microwaveassist_KittiwakeK,E01_Microwaveassist_KittiwakeK,A01_Icpms_KittiwakeK,2015verjordetToxicAndEssential,KittiwakeKongs2007_Kongsfjorden-Copper-BiotaOther-2007-07-21-Rmuscle,KittiwakeKongs2007,Biota,Stressor,Concentration,,"Kongsfjorden, Spitsbergen",Bare land and lichen/moss,Not relevant,Svalbard and Jan Mayen,Not relevant,78.9,12.7,0,m,"Birds were sampled with a shotgun """"in Kongsfjorden"""". I am inferring that they didn't fish them out of the water with nets, and that they were in fact shot on the rocky banks of Kongsfjorden.",2015,Toxic and essential elements changed in black-legged kittiwakes (Rissa tridactyla) during their stay in an Arctic breeding area,Primary,Birds,Rissa tridactyla,Muscle,Adult,Mixed,Black-legged kittiwake trace element study Kongsfjorden,2007-05-11,2007-10-06,,Not relevant,NA,NTNU,Sam Welch,2025-11-03,"Study of seasonal fluctuations in mercury (Hg), cadmium (Cd), zinc (Zn), copper (Cu) and selenium (Se) concentrations in black-legged kittiwakes (Rissa tridactyla) from Kongsfjorden, Svalbard. Field sampling was part of International Polar Year (IPY) project Contaminants in Polar Regions (COPOL). Ten adult kittiwakes sampled each month using shotgun. Permission for sampling given by Governor of Svalbard.",NA,NA,NA,NA,NA,NA,NA,NA
